FlightDate,Airline,FlightNumber,OriginAirport,DestinationAirport,DepartureDelay,DelayReason,WeatherCondition
2024-04-28,SpiceJet,SP799,BOM,MAA,122,Technical,Clear
2024-04-15,SpiceJet,SP751,DEL,LKO,171,Weather,Clear
2024-05-08,Indigo,IN713,CCU,DEL,78,Weather,Heavy Rain
2024-05-25,Vistara,VI800,BOM,BLR,168,Weather,Snow
2024-05-21,GoAir,GO984,BLR,PNQ,132,Security,Clear
2024-03-02,SpiceJet,SP583,BLR,HYD,31,Weather,Fog
2024-02-22,GoAir,GO572,PNQ,BOM,128,Technical,Clear
2024-02-15,Vistara,VI612,BOM,PNQ,99,Technical,Clear
2024-03-03,Vistara,VI839,BOM,DEL,119,Crew,Clear
2024-04-08,Indigo,IN901,CCU,HYD,152,ATC,Clear
2024-06-04,GoAir,GO831,DEL,MAA,30,Weather,Thunderstorm
2024-04-11,Indigo,IN472,CCU,LKO,176,Security,Clear
2024-04-19,Indigo,IN206,HYD,PNQ,163,Weather,Fog
2024-02-13,Air India,AI522,LKO,BOM,138,Security,Clear
2024-03-08,Indigo,IN437,BOM,MAA,140,ATC,Clear
2024-03-07,Air India,AI402,PNQ,HYD,81,Crew,Clear
2024-06-01,Indigo,IN879,HYD,BOM,21,Technical,Clear
2024-04-04,GoAir,GO471,MAA,HYD,55,Security,Clear
2024-05-01,Vistara,VI789,MAA,BOM,47,Crew,Clear
2024-06-04,Air India,AI979,CCU,HYD,22,Technical,Clear
2024-05-29,Air India,AI251,DEL,BLR,145,Weather,Clear
2024-04-13,Vistara,VI733,HYD,BLR,165,Technical,Clear
2024-05-13,Air India,AI487,PNQ,LKO,149,Weather,Snow
2024-02-14,Vistara,VI488,DEL,CCU,102,Security,Clear
2024-03-20,SpiceJet,SP329,HYD,BLR,45,Technical,Clear
2024-04-01,Vistara,VI570,DEL,PNQ,149,Crew,Clear
2024-02-21,Air India,AI780,DEL,MAA,99,Technical,Clear
2024-03-10,GoAir,GO647,BOM,PNQ,160,Weather,Clear
2024-03-04,SpiceJet,SP362,HYD,CCU,77,Security,Clear
2024-06-25,Vistara,VI281,DEL,LKO,86,Weather,Fog
2024-02-18,Indigo,IN235,MAA,DEL,77,Weather,Clear
2024-05-28,Vistara,VI575,BOM,LKO,28,ATC,Clear
2024-06-11,Indigo,IN301,PNQ,DEL,136,Weather,Heavy Rain
2024-01-26,GoAir,GO703,BLR,LKO,160,Weather,Fog
2024-05-28,Vistara,VI981,BOM,CCU,179,ATC,Clear
2024-05-30,GoAir,GO873,PNQ,DEL,119,Weather,Clear
2024-03-10,Vistara,VI746,HYD,BLR,146,Technical,Clear
2024-06-14,Air India,AI370,BLR,HYD,158,Weather,Clear
2024-03-20,Vistara,VI214,HYD,MAA,145,Weather,Snow
2024-05-06,SpiceJet,SP283,BOM,PNQ,92,Weather,Fog
2024-04-23,Air India,AI753,HYD,BOM,74,Crew,Clear
2024-03-19,GoAir,GO412,LKO,PNQ,41,Technical,Clear
2024-06-05,SpiceJet,SP684,HYD,BLR,116,Weather,Heavy Rain
2024-02-10,GoAir,GO778,HYD,BLR,136,Security,Clear
2024-03-09,SpiceJet,SP369,PNQ,CCU,109,ATC,Clear
2024-03-19,Air India,AI844,LKO,PNQ,130,Crew,Clear
2024-04-18,GoAir,GO502,CCU,DEL,118,Crew,Clear
2024-04-14,Air India,AI761,HYD,MAA,19,Crew,Clear
2024-02-23,Air India,AI401,LKO,DEL,112,Weather,Thunderstorm
2024-05-22,GoAir,GO856,BLR,PNQ,143,Weather,Snow
2024-03-11,Indigo,IN176,BLR,BOM,137,Weather,Clear
2024-04-30,Indigo,IN899,CCU,LKO,139,Security,Clear
2024-03-12,GoAir,GO700,CCU,DEL,178,Weather,Thunderstorm
2024-03-11,GoAir,GO478,PNQ,HYD,49,Weather,Fog
2024-03-24,Vistara,VI944,HYD,PNQ,91,Weather,Clear
2024-02-21,GoAir,GO190,PNQ,BOM,154,Weather,Thunderstorm
2024-05-22,GoAir,GO936,MAA,CCU,32,Weather,Thunderstorm
2024-04-02,Vistara,VI865,BLR,BOM,73,Weather,Snow
2024-04-02,Air India,AI303,MAA,HYD,20,Technical,Clear
2024-01-31,Vistara,VI537,CCU,PNQ,27,Weather,Clear
2024-01-16,GoAir,GO482,DEL,LKO,23,Weather,Clear
2024-03-24,GoAir,GO603,MAA,LKO,32,Weather,Fog
2024-05-24,Indigo,IN671,BOM,LKO,146,Weather,Fog
2024-05-26,Vistara,VI724,BLR,PNQ,125,Weather,Thunderstorm
2024-04-29,Vistara,VI856,HYD,CCU,61,Weather,Clear
2024-03-27,Vistara,VI640,CCU,DEL,90,Weather,Fog
2024-06-08,Vistara,VI119,DEL,HYD,53,Weather,Thunderstorm
2024-02-27,GoAir,GO790,LKO,MAA,66,Weather,Clear
2024-03-31,GoAir,GO256,BLR,PNQ,93,Weather,Heavy Rain
2024-01-26,Indigo,IN646,DEL,PNQ,104,Weather,Fog
2024-03-24,Air India,AI335,BLR,BOM,123,Weather,Thunderstorm
2024-02-29,SpiceJet,SP890,LKO,DEL,127,Weather,Fog
2024-04-06,Indigo,IN554,BLR,MAA,127,Weather,Snow
2024-02-20,SpiceJet,SP889,CCU,MAA,38,ATC,Clear
2024-05-09,GoAir,GO841,BOM,HYD,45,Crew,Clear
2024-06-03,Air India,AI867,LKO,BLR,38,Weather,Clear
2024-04-02,Vistara,VI361,BOM,MAA,112,Weather,Snow
2024-04-12,Indigo,IN463,LKO,HYD,126,ATC,Clear
2024-02-28,Indigo,IN766,CCU,BLR,85,Weather,Thunderstorm
2024-01-12,SpiceJet,SP967,BLR,BOM,47,Technical,Clear
2024-02-05,Vistara,VI880,DEL,BOM,68,Technical,Clear
2024-04-05,GoAir,GO524,HYD,MAA,147,Weather,Heavy Rain
2024-06-20,SpiceJet,SP473,BOM,PNQ,142,Weather,Heavy Rain
2024-03-19,Vistara,VI740,LKO,PNQ,97,Weather,Fog
2024-01-07,Air India,AI129,PNQ,DEL,51,Crew,Clear
2024-01-12,GoAir,GO486,HYD,BOM,104,Weather,Heavy Rain
2024-01-24,Vistara,VI167,BOM,MAA,121,Weather,Clear
2024-04-22,SpiceJet,SP977,DEL,BLR,80,Weather,Heavy Rain
2024-03-23,GoAir,GO474,BOM,MAA,161,Weather,Heavy Rain
2024-02-02,SpiceJet,SP627,HYD,PNQ,72,Security,Clear
2024-01-25,Vistara,VI389,BOM,HYD,62,Weather,Thunderstorm
2024-03-25,Vistara,VI784,MAA,PNQ,98,ATC,Clear
2024-04-05,SpiceJet,SP693,DEL,CCU,113,Security,Clear
2024-02-20,SpiceJet,SP114,HYD,CCU,75,Weather,Heavy Rain
2024-04-11,Air India,AI111,PNQ,BLR,63,ATC,Clear
2024-04-25,SpiceJet,SP564,MAA,LKO,86,Weather,Clear
2024-03-27,Air India,AI290,MAA,HYD,139,ATC,Clear
2024-06-18,Indigo,IN784,LKO,PNQ,31,Technical,Clear
2024-04-19,Indigo,IN656,HYD,DEL,132,Weather,Fog
2024-01-31,GoAir,GO829,MAA,BOM,93,ATC,Clear
2024-04-21,GoAir,GO184,HYD,MAA,145,ATC,Clear
2024-02-06,SpiceJet,SP894,DEL,HYD,105,Crew,Clear
2024-05-24,GoAir,GO637,DEL,PNQ,153,Technical,Clear
2024-06-26,GoAir,GO270,LKO,BOM,57,Weather,Clear
2024-02-27,SpiceJet,SP653,CCU,PNQ,27,Weather,Snow
2024-03-16,Vistara,VI634,CCU,BLR,49,Weather,Thunderstorm
2024-01-01,Indigo,IN357,MAA,BOM,171,Security,Clear
2024-01-16,Vistara,VI243,HYD,MAA,77,ATC,Clear
2024-02-10,Vistara,VI500,BLR,BOM,33,ATC,Clear
2024-03-11,SpiceJet,SP511,BOM,CCU,53,Crew,Clear
2024-04-23,SpiceJet,SP788,MAA,PNQ,178,Weather,Fog
2024-05-13,Air India,AI636,BOM,PNQ,135,Technical,Clear
2024-06-18,Vistara,VI405,BOM,LKO,131,Crew,Clear
2024-01-19,Air India,AI996,MAA,DEL,80,Weather,Fog
2024-06-09,Vistara,VI536,HYD,CCU,139,Technical,Clear
2024-02-27,GoAir,GO205,BOM,CCU,168,Technical,Clear
2024-03-02,Vistara,VI956,CCU,BLR,41,Weather,Thunderstorm
2024-03-11,Air India,AI755,LKO,BLR,79,Technical,Clear
2024-01-22,Indigo,IN203,PNQ,BOM,71,Technical,Clear
2024-06-19,Air India,AI206,PNQ,MAA,159,Technical,Clear
2024-06-04,GoAir,GO991,CCU,DEL,166,Technical,Clear
2024-05-27,Indigo,IN220,BLR,HYD,169,Technical,Clear
2024-04-10,Indigo,IN455,PNQ,CCU,148,Weather,Fog
2024-04-12,Vistara,VI785,DEL,HYD,21,Technical,Clear
2024-01-26,Air India,AI522,DEL,CCU,79,Weather,Thunderstorm
2024-06-23,Air India,AI460,BLR,HYD,27,Weather,Thunderstorm
2024-04-27,Air India,AI887,HYD,BOM,155,Technical,Clear
2024-04-12,Air India,AI899,HYD,PNQ,37,Weather,Thunderstorm
2024-03-31,GoAir,GO651,BLR,HYD,40,ATC,Clear
2024-06-12,Vistara,VI420,PNQ,LKO,112,Weather,Heavy Rain
2024-03-08,Vistara,VI459,LKO,PNQ,107,Weather,Heavy Rain
2024-02-13,Air India,AI116,BOM,HYD,144,Technical,Clear
2024-05-23,GoAir,GO282,CCU,MAA,65,Technical,Clear
2024-01-24,GoAir,GO997,CCU,PNQ,102,Weather,Clear
2024-03-31,Vistara,VI236,CCU,DEL,90,ATC,Clear
2024-03-23,SpiceJet,SP553,DEL,HYD,85,Technical,Clear
2024-05-06,SpiceJet,SP953,BLR,BOM,127,ATC,Clear
2024-02-07,Indigo,IN403,BLR,DEL,138,ATC,Clear
2024-04-16,GoAir,GO664,BLR,MAA,147,Weather,Clear
2024-04-12,GoAir,GO496,MAA,CCU,108,Crew,Clear
2024-04-20,Air India,AI473,BLR,HYD,34,Technical,Clear
2024-03-23,SpiceJet,SP914,HYD,DEL,144,Security,Clear
2024-05-17,Air India,AI207,BLR,CCU,180,Weather,Clear
2024-02-27,Vistara,VI375,DEL,MAA,142,Technical,Clear
2024-01-17,SpiceJet,SP122,PNQ,MAA,103,Technical,Clear
2024-06-29,SpiceJet,SP165,LKO,DEL,85,Security,Clear
2024-01-08,GoAir,GO602,CCU,LKO,49,Crew,Clear
2024-02-25,Vistara,VI417,MAA,HYD,145,Weather,Snow
2024-02-06,GoAir,GO797,LKO,PNQ,171,Weather,Fog
2024-04-01,GoAir,GO222,BOM,LKO,120,Weather,Heavy Rain
2024-02-19,SpiceJet,SP715,HYD,PNQ,141,Weather,Fog
2024-03-25,Indigo,IN196,CCU,MAA,114,Crew,Clear
2024-04-07,Vistara,VI241,LKO,BOM,105,Weather,Heavy Rain
2024-04-20,Air India,AI611,BOM,HYD,66,Weather,Heavy Rain
2024-03-30,Indigo,IN447,PNQ,CCU,80,Weather,Fog
2024-06-04,Indigo,IN670,DEL,CCU,58,Weather,Fog
2024-05-15,Indigo,IN104,LKO,BLR,160,Weather,Clear
2024-04-05,Indigo,IN276,BLR,CCU,61,Technical,Clear
2024-03-29,Indigo,IN993,HYD,LKO,60,Weather,Snow
2024-06-29,SpiceJet,SP619,HYD,PNQ,22,ATC,Clear
2024-05-17,Indigo,IN926,MAA,HYD,61,Weather,Clear
2024-05-12,SpiceJet,SP202,PNQ,BOM,171,Technical,Clear
2024-04-26,GoAir,GO951,CCU,PNQ,44,Weather,Clear
2024-01-17,Air India,AI352,LKO,BOM,140,Weather,Heavy Rain
2024-04-13,Indigo,IN466,DEL,MAA,166,ATC,Clear
2024-05-13,Indigo,IN779,LKO,MAA,151,Technical,Clear
2024-05-19,SpiceJet,SP389,LKO,BOM,65,Weather,Thunderstorm
2024-06-09,Vistara,VI513,CCU,BLR,21,Weather,Snow
2024-01-27,Air India,AI674,PNQ,MAA,142,Weather,Thunderstorm
2024-06-24,Indigo,IN640,DEL,HYD,93,Security,Clear
2024-06-13,Air India,AI856,DEL,LKO,92,Weather,Snow
2024-02-18,Air India,AI650,DEL,PNQ,126,ATC,Clear
2024-05-10,Air India,AI797,DEL,HYD,62,Weather,Heavy Rain
2024-03-22,Indigo,IN831,BLR,MAA,178,Weather,Clear
2024-01-04,Indigo,IN490,BLR,CCU,89,Weather,Fog
2024-03-02,Air India,AI281,CCU,PNQ,117,Weather,Fog
2024-02-09,SpiceJet,SP713,BLR,LKO,123,Technical,Clear
2024-02-22,Air India,AI519,DEL,MAA,111,ATC,Clear
2024-02-18,Vistara,VI359,DEL,CCU,25,Technical,Clear
2024-02-02,SpiceJet,SP172,BOM,DEL,140,Weather,Fog
2024-02-16,GoAir,GO435,HYD,CCU,116,Weather,Thunderstorm
2024-05-17,Air India,AI391,MAA,DEL,116,Crew,Clear
2024-01-23,GoAir,GO966,PNQ,BOM,24,Weather,Snow
2024-05-02,Indigo,IN214,BLR,DEL,62,ATC,Clear
2024-06-26,Indigo,IN347,CCU,MAA,51,Weather,Snow
2024-06-01,Indigo,IN778,BLR,PNQ,96,Weather,Fog
2024-05-25,Indigo,IN256,LKO,PNQ,59,Security,Clear
2024-04-28,SpiceJet,SP759,DEL,MAA,89,Weather,Clear
2024-01-17,SpiceJet,SP288,BLR,HYD,127,Technical,Clear
2024-04-22,Indigo,IN963,BLR,LKO,157,Technical,Clear
2024-02-06,GoAir,GO425,DEL,BOM,119,Technical,Clear
2024-06-07,SpiceJet,SP841,LKO,HYD,41,Weather,Heavy Rain
2024-01-02,Vistara,VI103,DEL,PNQ,160,Weather,Fog
2024-02-27,Indigo,IN677,BOM,DEL,136,Technical,Clear
2024-03-13,GoAir,GO496,PNQ,LKO,140,Weather,Clear
2024-03-05,Air India,AI751,PNQ,BLR,54,Security,Clear
2024-05-17,Air India,AI329,HYD,BLR,59,Technical,Clear
2024-03-06,SpiceJet,SP476,DEL,MAA,51,ATC,Clear
2024-04-27,Vistara,VI827,BLR,MAA,175,Weather,Thunderstorm
2024-02-23,Vistara,VI531,CCU,BLR,128,Crew,Clear
2024-04-28,Air India,AI445,LKO,CCU,150,Weather,Heavy Rain
2024-03-03,SpiceJet,SP829,BLR,LKO,173,Weather,Thunderstorm
2024-04-28,GoAir,GO983,CCU,HYD,69,Technical,Clear
2024-02-06,Vistara,VI211,PNQ,HYD,174,Security,Clear
2024-01-14,SpiceJet,SP322,LKO,MAA,113,ATC,Clear
2024-02-16,Vistara,VI124,BLR,MAA,59,Technical,Clear
2024-06-23,GoAir,GO887,HYD,CCU,65,Weather,Heavy Rain
2024-04-15,Air India,AI579,BLR,PNQ,139,Crew,Clear
2024-06-05,GoAir,GO643,DEL,CCU,31,Weather,Fog
2024-01-06,Indigo,IN982,DEL,BLR,95,ATC,Clear
2024-02-21,SpiceJet,SP318,MAA,PNQ,174,Weather,Thunderstorm
2024-05-29,Vistara,VI586,LKO,CCU,92,Weather,Fog
2024-05-23,SpiceJet,SP255,HYD,MAA,173,Weather,Snow
2024-02-10,GoAir,GO665,PNQ,LKO,78,Security,Clear
2024-06-18,SpiceJet,SP555,BOM,PNQ,112,Weather,Snow
2024-04-07,Vistara,VI274,DEL,LKO,107,Technical,Clear
2024-05-29,GoAir,GO286,PNQ,DEL,160,Security,Clear
2024-03-27,Indigo,IN478,BOM,HYD,91,Weather,Snow
2024-02-08,Indigo,IN909,BLR,CCU,36,Weather,Thunderstorm
2024-06-03,Vistara,VI116,CCU,BOM,79,Weather,Heavy Rain
2024-05-11,Air India,AI632,DEL,MAA,57,Weather,Fog
2024-06-15,SpiceJet,SP817,MAA,HYD,125,Weather,Thunderstorm
2024-01-11,Air India,AI867,PNQ,LKO,156,Weather,Fog
2024-02-03,GoAir,GO110,DEL,BLR,135,Weather,Snow
2024-04-09,Indigo,IN811,MAA,CCU,108,Weather,Clear
2024-04-18,Vistara,VI824,LKO,BOM,81,Security,Clear
2024-05-05,Air India,AI373,BOM,MAA,36,Security,Clear
2024-05-10,Indigo,IN123,HYD,PNQ,77,Crew,Clear
2024-02-15,Air India,AI166,HYD,LKO,37,ATC,Clear
2024-01-03,Indigo,IN854,LKO,PNQ,33,Security,Clear
2024-05-29,Vistara,VI746,LKO,PNQ,171,Technical,Clear
2024-01-15,SpiceJet,SP304,BOM,HYD,38,Weather,Fog
2024-04-20,SpiceJet,SP315,DEL,CCU,97,Weather,Clear
2024-02-19,Vistara,VI937,BLR,CCU,169,Security,Clear
2024-04-30,Air India,AI849,DEL,MAA,16,Weather,Fog
2024-02-15,SpiceJet,SP369,HYD,LKO,63,Technical,Clear
2024-06-28,Indigo,IN292,HYD,PNQ,73,Weather,Heavy Rain
2024-04-11,GoAir,GO403,CCU,MAA,70,Technical,Clear
2024-03-05,Air India,AI853,BLR,LKO,79,Weather,Thunderstorm
2024-02-11,Indigo,IN163,BOM,MAA,30,Weather,Clear
2024-04-20,Indigo,IN790,PNQ,DEL,37,Security,Clear
2024-05-30,Air India,AI814,BOM,LKO,96,Weather,Snow
2024-04-01,Vistara,VI479,PNQ,HYD,95,Crew,Clear
2024-02-28,GoAir,GO274,DEL,CCU,134,Weather,Snow
2024-03-24,Vistara,VI574,PNQ,BLR,113,Weather,Snow
2024-01-07,SpiceJet,SP907,LKO,BLR,176,Security,Clear
2024-04-12,Air India,AI114,CCU,PNQ,59,ATC,Clear
2024-05-31,SpiceJet,SP322,BOM,DEL,53,Weather,Thunderstorm
2024-03-27,SpiceJet,SP122,PNQ,BLR,155,Weather,Thunderstorm
2024-02-28,SpiceJet,SP598,PNQ,BLR,55,Weather,Snow
2024-06-19,Indigo,IN461,BOM,DEL,137,Security,Clear
2024-02-06,SpiceJet,SP631,PNQ,CCU,140,Weather,Fog
2024-03-19,SpiceJet,SP446,MAA,CCU,171,Technical,Clear
2024-06-02,SpiceJet,SP642,MAA,HYD,47,Crew,Clear
2024-05-24,Vistara,VI164,DEL,MAA,78,Weather,Heavy Rain
2024-03-24,SpiceJet,SP992,LKO,CCU,136,Security,Clear
2024-05-22,Air India,AI691,LKO,CCU,47,Weather,Thunderstorm
2024-06-10,GoAir,GO334,BLR,PNQ,140,ATC,Clear
2024-01-05,Air India,AI623,BOM,MAA,174,Crew,Clear
2024-01-21,GoAir,GO602,PNQ,MAA,83,Security,Clear
2024-04-25,Vistara,VI896,BLR,PNQ,51,Crew,Clear
2024-01-16,Vistara,VI352,BLR,CCU,106,Weather,Clear
2024-05-03,GoAir,GO249,MAA,HYD,95,Weather,Clear
2024-05-17,SpiceJet,SP943,BLR,LKO,90,Technical,Clear
2024-02-19,GoAir,GO918,MAA,BOM,123,Crew,Clear
2024-03-17,Air India,AI309,HYD,BLR,179,Weather,Snow
2024-01-21,Air India,AI576,HYD,MAA,157,Technical,Clear
2024-06-01,Vistara,VI876,LKO,DEL,131,Security,Clear
2024-02-20,GoAir,GO564,MAA,BOM,97,Technical,Clear
2024-02-01,Indigo,IN988,LKO,MAA,51,Weather,Thunderstorm
2024-04-06,GoAir,GO126,CCU,LKO,60,Weather,Thunderstorm
2024-06-05,Indigo,IN759,MAA,HYD,160,Technical,Clear
2024-05-10,Indigo,IN840,HYD,MAA,32,Weather,Heavy Rain
2024-02-08,Indigo,IN635,HYD,CCU,107,Weather,Thunderstorm
2024-03-27,Indigo,IN522,LKO,PNQ,117,Weather,Clear
2024-01-16,GoAir,GO526,CCU,LKO,37,Weather,Heavy Rain
2024-04-24,SpiceJet,SP218,MAA,BOM,180,Weather,Clear
2024-01-07,Indigo,IN758,BLR,MAA,71,Weather,Heavy Rain
2024-02-09,SpiceJet,SP612,LKO,HYD,177,Weather,Snow
2024-01-05,GoAir,GO883,MAA,BLR,121,Weather,Clear
2024-01-18,Indigo,IN304,DEL,HYD,140,Weather,Fog
2024-03-30,Indigo,IN695,LKO,MAA,57,ATC,Clear
2024-02-24,SpiceJet,SP649,DEL,CCU,87,Crew,Clear
2024-05-22,Air India,AI623,CCU,BOM,170,ATC,Clear
2024-03-26,SpiceJet,SP434,MAA,BLR,88,Weather,Snow
2024-01-08,Vistara,VI717,CCU,BOM,25,Weather,Snow
2024-01-28,SpiceJet,SP304,MAA,PNQ,69,Technical,Clear
2024-04-02,Vistara,VI155,BLR,LKO,79,ATC,Clear
2024-05-10,Indigo,IN417,DEL,HYD,100,ATC,Clear
2024-05-07,Vistara,VI837,LKO,BLR,169,Security,Clear
2024-05-05,Vistara,VI674,MAA,PNQ,78,Security,Clear
2024-06-06,Indigo,IN100,DEL,LKO,17,Weather,Thunderstorm
2024-01-01,Air India,AI555,CCU,LKO,55,Technical,Clear
2024-01-14,Air India,AI320,BLR,MAA,110,Crew,Clear
2024-03-12,Vistara,VI769,DEL,BLR,45,Crew,Clear
2024-02-06,Air India,AI567,BLR,DEL,22,Security,Clear
2024-02-14,Indigo,IN215,BOM,CCU,163,Weather,Clear
2024-03-10,Air India,AI123,PNQ,DEL,54,Crew,Clear
2024-01-17,Vistara,VI794,CCU,DEL,125,Weather,Snow
2024-04-15,SpiceJet,SP113,DEL,CCU,86,Weather,Thunderstorm
2024-05-02,SpiceJet,SP921,MAA,DEL,63,Technical,Clear
2024-06-25,Vistara,VI929,DEL,CCU,159,Weather,Snow
2024-05-23,Vistara,VI910,BLR,CCU,27,ATC,Clear
2024-04-03,Indigo,IN712,LKO,BLR,154,ATC,Clear
2024-04-05,Air India,AI843,HYD,BLR,103,Crew,Clear
2024-02-14,GoAir,GO511,LKO,BLR,89,Security,Clear
2024-06-21,Vistara,VI791,CCU,HYD,37,Security,Clear
2024-02-05,Air India,AI467,PNQ,BLR,57,Crew,Clear
2024-03-28,GoAir,GO980,HYD,LKO,176,Weather,Heavy Rain
2024-05-26,SpiceJet,SP935,BLR,PNQ,35,Technical,Clear
2024-01-29,GoAir,GO657,DEL,LKO,16,Weather,Thunderstorm
2024-05-20,SpiceJet,SP857,BLR,CCU,100,Crew,Clear
2024-01-30,Air India,AI849,LKO,MAA,148,Security,Clear
2024-02-26,GoAir,GO459,CCU,LKO,42,Crew,Clear
2024-06-12,Vistara,VI259,BLR,CCU,144,Weather,Fog
2024-05-06,SpiceJet,SP173,MAA,BOM,92,Crew,Clear
2024-05-18,Indigo,IN934,BLR,DEL,90,Weather,Fog
2024-02-23,SpiceJet,SP947,BOM,DEL,45,Weather,Snow
2024-04-01,Vistara,VI110,MAA,HYD,68,Weather,Thunderstorm
2024-04-19,GoAir,GO703,PNQ,LKO,25,Technical,Clear
2024-01-09,Vistara,VI427,LKO,DEL,136,Weather,Snow
2024-05-17,Indigo,IN532,LKO,CCU,21,Weather,Snow
2024-01-10,Vistara,VI877,BOM,MAA,38,Weather,Fog
2024-03-03,Indigo,IN565,CCU,LKO,169,Weather,Snow
2024-01-09,Air India,AI417,PNQ,BOM,39,Technical,Clear
2024-06-24,SpiceJet,SP707,DEL,LKO,143,Weather,Heavy Rain
2024-04-28,Air India,AI813,CCU,PNQ,27,Security,Clear
2024-05-29,Indigo,IN814,PNQ,BOM,90,Security,Clear
2024-01-11,Air India,AI715,LKO,BLR,54,Weather,Fog
2024-02-20,Vistara,VI597,BLR,DEL,60,Weather,Snow
2024-01-12,Air India,AI287,BLR,HYD,164,ATC,Clear
2024-02-28,Vistara,VI927,BOM,DEL,48,Weather,Clear
2024-05-24,Indigo,IN548,PNQ,HYD,125,Crew,Clear
2024-05-14,Air India,AI750,BOM,MAA,86,Weather,Snow
2024-05-22,Vistara,VI168,BOM,DEL,106,Weather,Snow
2024-04-12,GoAir,GO349,HYD,DEL,37,Weather,Clear
2024-02-17,SpiceJet,SP556,LKO,MAA,32,Weather,Heavy Rain
2024-05-29,Vistara,VI218,DEL,HYD,91,Weather,Heavy Rain
2024-06-28,Vistara,VI111,LKO,DEL,18,Technical,Clear
2024-05-14,Air India,AI699,DEL,BLR,50,ATC,Clear
2024-03-03,Vistara,VI920,BLR,BOM,137,Technical,Clear
2024-02-24,Indigo,IN276,CCU,MAA,153,Technical,Clear
2024-02-07,SpiceJet,SP978,HYD,PNQ,137,Crew,Clear
2024-05-24,SpiceJet,SP352,CCU,PNQ,72,Technical,Clear
2024-04-14,Indigo,IN870,CCU,DEL,116,ATC,Clear
2024-02-19,Air India,AI500,PNQ,MAA,72,ATC,Clear
2024-05-02,GoAir,GO909,CCU,LKO,177,ATC,Clear
2024-03-02,GoAir,GO633,MAA,BLR,125,Crew,Clear
2024-04-16,Indigo,IN675,BOM,CCU,52,ATC,Clear
2024-04-04,Air India,AI502,MAA,BLR,102,Technical,Clear
2024-05-17,GoAir,GO434,MAA,PNQ,145,Security,Clear
2024-04-08,GoAir,GO811,HYD,MAA,140,Weather,Thunderstorm
2024-05-16,GoAir,GO731,BOM,BLR,84,Technical,Clear
2024-06-01,GoAir,GO333,LKO,HYD,159,Security,Clear
2024-03-30,Air India,AI296,LKO,MAA,86,Technical,Clear
2024-06-02,Vistara,VI785,BLR,PNQ,50,Technical,Clear
2024-02-18,Air India,AI829,LKO,BOM,163,Crew,Clear
2024-01-31,Air India,AI753,BLR,BOM,177,Technical,Clear
2024-02-16,Vistara,VI483,BLR,MAA,84,Weather,Clear
2024-04-27,GoAir,GO449,HYD,BLR,79,Technical,Clear
2024-04-06,GoAir,GO502,DEL,BOM,80,Weather,Snow
2024-04-26,GoAir,GO697,MAA,LKO,65,Technical,Clear
2024-01-14,Vistara,VI743,PNQ,MAA,126,Weather,Snow
2024-03-21,Indigo,IN243,HYD,DEL,28,Weather,Fog
2024-01-18,Air India,AI210,MAA,BOM,123,Crew,Clear
2024-01-11,GoAir,GO161,DEL,BOM,174,Weather,Thunderstorm
2024-03-13,Vistara,VI346,BLR,BOM,161,Technical,Clear
2024-05-21,Air India,AI960,BLR,BOM,164,Weather,Thunderstorm
2024-02-26,SpiceJet,SP925,CCU,BOM,19,Technical,Clear
2024-01-24,GoAir,GO858,MAA,PNQ,39,Weather,Heavy Rain
2024-04-14,SpiceJet,SP347,PNQ,MAA,59,Weather,Heavy Rain
2024-03-12,Indigo,IN103,BLR,CCU,163,Weather,Clear
2024-04-08,Vistara,VI318,BLR,DEL,119,ATC,Clear
2024-04-23,SpiceJet,SP856,CCU,PNQ,112,Technical,Clear
2024-05-18,Air India,AI310,PNQ,BLR,149,Crew,Clear
2024-03-23,Indigo,IN611,CCU,PNQ,67,Weather,Thunderstorm
2024-02-06,Indigo,IN715,CCU,BOM,68,Crew,Clear
2024-03-21,Air India,AI514,MAA,BOM,74,Crew,Clear
2024-06-02,Vistara,VI124,BLR,CCU,130,Technical,Clear
2024-04-09,GoAir,GO453,LKO,BLR,126,Weather,Snow
2024-04-18,Indigo,IN547,MAA,HYD,108,Weather,Thunderstorm
2024-05-02,SpiceJet,SP272,BLR,PNQ,147,Technical,Clear
2024-01-10,Vistara,VI473,DEL,PNQ,55,Weather,Fog
2024-06-06,GoAir,GO151,MAA,DEL,80,Technical,Clear
2024-02-08,Air India,AI245,CCU,HYD,62,ATC,Clear
2024-04-14,Air India,AI270,BOM,HYD,173,ATC,Clear
2024-05-26,SpiceJet,SP395,PNQ,BLR,75,ATC,Clear
2024-02-20,GoAir,GO829,BOM,DEL,83,Crew,Clear
2024-05-16,Indigo,IN897,PNQ,MAA,60,Crew,Clear
2024-05-16,SpiceJet,SP351,DEL,BLR,84,ATC,Clear
2024-05-08,GoAir,GO158,CCU,BOM,135,Weather,Heavy Rain
2024-02-03,SpiceJet,SP982,LKO,MAA,133,Crew,Clear
2024-04-26,SpiceJet,SP827,BOM,CCU,178,Weather,Clear
2024-01-11,Indigo,IN486,HYD,DEL,150,Weather,Snow
2024-06-22,Vistara,VI663,CCU,MAA,180,Weather,Clear
2024-03-31,GoAir,GO691,CCU,PNQ,119,Weather,Heavy Rain
2024-05-08,Vistara,VI229,DEL,HYD,109,Weather,Thunderstorm
